JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
"Supply Chain Manager, Construction",Morgan McKinley,"South Dublin, County Dublin",30+ days ago,2021-01-22,"This will include deployment of tools, proficiency in data analytics, and ability to work with IT groups to provide system requirements.",,https://ie.indeed.com/rc/clk?jk=c36a89c853d910d2&fccid=893f9f3cd9fe4472&vjs=3
Head of Scheduled Revenue,Ryanair,Dublin,10 days ago,2021-01-22,"Partner with technology, analytics and other functions to deliver BI solutions. The ability to present and explain data in a clear and concise format.",,https://ie.indeed.com/rc/clk?jk=02639ce1c812d6b1&fccid=e04ab2cfa8d5c04a&vjs=3
Software Development Engineer - SEM Engineering,"Groupon, Inc.",Dublin,30+ days ago,2021-01-22,"This includes back-end APIs, data analytics and real-time data streaming, as well as front-end page creation and A/B test frameworks.",,https://ie.indeed.com/rc/clk?jk=ef33d48633137782&fccid=863ad2cc91c92c82&vjs=3
Platform Automation - Site Reliability Engineer,Oracle,Dublin,15 days ago,2021-01-22,Experience with data streaming platforms (preferably Kafka) and data analytics / processing engines. Experience with Elastic and one or more data storage…,,https://ie.indeed.com/rc/clk?jk=d7e92a26d2f810b7&fccid=cd22d01053af7669&vjs=3
SEO Manager - Betfair International,Betfair International,Dublin,7 days ago,2021-01-22,"Leverage customer insights and analytics to continually optimise campaigns. You are a strategic thinker with strong knowledge of digital marketing and data, and…",,https://ie.indeed.com/rc/clk?jk=6c7f5aaf355a1693&fccid=36e054edfc4066d5&vjs=3
Digital Performance Specialist,Prosperity,Galway,30+ days ago,2021-01-22,"The role very much involves digital marketing strategy, data analysis and E-commerce strategies. We are working with an Award-Winning Digital Marketing Agency…","€35,000 - €40,000 a year",https://ie.indeed.com/rc/clk?jk=dcb937e9d015cb58&fccid=9bcde4a33401da4c&vjs=3
"Regional Director, Commercial Sales",Segment,Dublin,30+ days ago,2021-01-22,"Are passionate about the marketing technology & data landscape. Segment standardizes and streamlines data infrastructure with a single platform that collects,…",,https://ie.indeed.com/rc/clk?jk=3965a4023343fb40&fccid=1ed502f6da51dc36&vjs=3
Process Validation Scientist,Regeneron,Limerick,30+ days ago,2021-01-22,Presents validation data to FDA and other regulatory agencies. Communicates information on current process data which may impact Process Validation.,,https://ie.indeed.com/rc/clk?jk=ab17d76b969e1dc1&fccid=f042b91ff3f82696&vjs=3
Associate Quality Management Director (Pharmacovigilance),IQVIA,Dublin,30+ days ago,2021-01-22,"Risk identification and assessment through data review and quality control processes. At IQVIA, we believe in pushing the boundaries of human science and data…",,https://ie.indeed.com/rc/clk?jk=a223cc978a9d4aec&fccid=6b7a1dfe07e7f037&vjs=3
Digital Marketing Manager,Matrix Recruitment Group,Dublin,7 days ago,2021-01-22,Solid knowledge of website analytic tools and website CRMs. We collect your data for recruitment purposes only and will retain it for the duration required as…,,https://ie.indeed.com/rc/clk?jk=bec339bb610991a6&fccid=6a6d5fc41486f508&vjs=3
"Associate Director, Operations Team - Regulatory Reporting",IQVIA,Dublin,16 days ago,2021-01-22,"At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",,https://ie.indeed.com/rc/clk?jk=f9790892687ac2c3&fccid=6b7a1dfe07e7f037&vjs=3
Senior Data Engineer,Reperio Human Capital,Dublin,30+ days ago,2021-01-22,Our client based in Dublin is currently looking for a Senior Data Engineer to join their team to implement analytic strategies across their enterprise.,€400 - €500 a week,https://ie.indeed.com/rc/clk?jk=6b6bee5df9f5871d&fccid=79d95b1544240a36&vjs=3
GI Actuarial Manager,Star Actuarial Futures,Dublin,30+ days ago,2021-01-22,Major global consultancy has a fantastic opportunity for a qualified non-life actuary to manage and deliver a wide range of both core actuarial assignments and…,,https://ie.indeed.com/rc/clk?jk=014d5ab3299090e6&fccid=5deff7462555efe9&vjs=3
Marketing Position Part Time,Murphy Larkin,"Tramore, County Waterford",30+ days ago,2021-01-22,"Highly analytical and able to derive meaning from data; We are looking for an amazing, data-driven marketing campaign specialist to help acquire new inbound…",,https://ie.indeed.com/rc/clk?jk=d4d63d68346436f8&fccid=c92c9f39c65737fe&vjs=3
Microsoft and Cloud Practice Lead,Ward Solutions,Dublin,30+ days ago,2021-01-22,“We take our responsibility to protect your personal data seriously. Please see attached link to our privacy policy which explains how we deal with the personal…,,https://ie.indeed.com/rc/clk?jk=40bec344fa459b3e&fccid=25391271c92435bb&vjs=3
"Manager, Indirect Tax",IMAX Corporation,Dublin,30+ days ago,2021-01-22,"Advanced data analytics skills (including proficiency in Excel). IMAX is not your everyday entertainment experience, so it’s not surprising that IMAX employees…",,https://ie.indeed.com/rc/clk?jk=63f6e569e59381e2&fccid=d7ac4cc6c5a83d98&vjs=3
Account Executive (German/Dutch),Segment,Dublin,30+ days ago,2021-01-22,"Segment standardizes and streamlines data infrastructure with a single platform that collects, unifies, and sends data to hundreds of business tools with the…",,https://ie.indeed.com/rc/clk?jk=b31a01b19b558fbc&fccid=1ed502f6da51dc36&vjs=3
Site Reliability Engineer,Citi,Dublin,30+ days ago,2021-01-22,"Expertise in application, data and infrastructure architecture disciplines. Identify application patterns and analytics in support of better service level…",,https://ie.indeed.com/rc/clk?jk=0436b246422e3345&fccid=5bcd1ef0a7f4fb99&vjs=3
"Director, Site Reliability Engineering , Dublin, Ireland","Guidewire Software, Inc.",Dublin,30+ days ago,2021-01-22,"Guidewire combines core, data, digital, analytics, and AI to deliver our platform as a cloud service. We invest heavily in R&D to build a technology platform…",,https://ie.indeed.com/rc/clk?jk=3d5e571635ba115d&fccid=be90d89fb010b0bf&vjs=3
Senior Proposal Developer / Proposal Developer - Pharmacovigilance - Based Ireland,IQVIA,Dublin,30+ days ago,2021-01-22,"IQVIA™ is The Human Data Science Company™, focused on using data and science to help healthcare clients find better solutions for their patients.",,https://ie.indeed.com/rc/clk?jk=cf88634bcdb0a29b&fccid=6b7a1dfe07e7f037&vjs=3
ECommerce Manager – Irish Consumer / Retail Brand,Mint Marketing Talent,Dublin,30+ days ago,2021-01-22,"This newly created role will play a central role in delivering on the business growth objectives as they currently exist, and new opportunities as they emerge…",,https://ie.indeed.com/rc/clk?jk=a1199fcac25df50c&fccid=e64b2a83a0a8d7b8&vjs=3
"Director, Digital Marketing",Diligent Corporation,Galway,30+ days ago,2021-01-22,This role will partner with Marketing Operations to implement integrated campaigns and also ensure effective website/SEO reporting and analytics.,,https://ie.indeed.com/rc/clk?jk=d172a0c52e4a2beb&fccid=3cc82e28c6738024&vjs=3
SAP Operations Manager,Deutsche Börse,Cork,2 days ago,2021-01-22,"Location: Cork, IE Prague, CZ. Corporate IT of Deutsche Börse Group is in charge for Digital Workplace and End User Experience, Voice & Communication, IT for…",,https://ie.indeed.com/rc/clk?jk=470d644fb00167c3&fccid=02c602903676a0a3&vjs=3
Digital Cloud Solution Architect | Italian Speaker,Microsoft,Dublin,7 days ago,2021-01-22,Broad knowledge of and ability to explain key end-user scenarios and technical architecture for data platform and analytics. The impact you will be making:,,https://ie.indeed.com/rc/clk?jk=a99b0aae446372d9&fccid=734cb5a01ee60f80&vjs=3
"AE (Adverse Event) Intake (Databasing), Safety Associate 1",IQVIA,Dublin,30+ days ago,2021-01-22,"Process safety data according to applicable regulations, guidelines, Standard Operating procedures (SOPs) and project requirements.",,https://ie.indeed.com/rc/clk?jk=5f51f70604a93900&fccid=6b7a1dfe07e7f037&vjs=3
Senior Quality Operations Manager,Team Horizon,Sligo,30+ days ago,2021-01-22,We are seeking applications for an experienced Senior Quality Operations Manager for our Clients exciting biologics expansion project. WHAT YOU WILL BE DOING:,,https://ie.indeed.com/rc/clk?jk=ffd96734e2e76003&fccid=7d0003e5b656d6f5&vjs=3
Development Support Specialist,Keywords Studios,Galway,30+ days ago,2021-01-22,"Leverage data, automation and tools to perform tasks. Expert technical areas of knowledge (e.g. white-box testing, automation, analytics, audio, animation, etc)…",,https://ie.indeed.com/rc/clk?jk=ac0f0857165e4f1d&fccid=c26d104f25f1364f&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXioY3Sw0CpeuKUYGjpkUTxAUb3X9S3kqES73OYhW22wTc1cWoExbWTRbuBXeMoJ95gT536wr7lXSkFGED89BNWb5Favro-5rJNwLs9-dE7ZEJPMx5HYeJyDbAJIARz8VhjABbHYpm2c4vIfTuzwSPsO0VDLk6ZxEBWbqpkzpeKCQ-L8kyau69s_RlvKwZuah0QXc87WjpRbzJjoFx3JjKdeSdom0wB6KnA-BKPdPewvlGlI_I6kiMZaMfpgACm7fJ-gVxAgTNwtRi4aPh491r4L40PFdPT897l&p=3&fvj=1&vjs=3
Process Development and Commercialisation Senior Engineer,MSD,Tipperary,30+ days ago,2021-01-22,Experience in process modelling/simulation and/or data analytics would also be an advantageDemonstrated ability to be self-motivated and focus others with…,,https://ie.indeed.com/rc/clk?jk=30b5eb9be1d6a6b8&fccid=3c0bf511b4a29309&vjs=3
Product Owner with WordPress Experience,Modern Tribe,Remote,30+ days ago,2021-01-22,"You understand how to architect and organize content and data within WordPress. Modern Tribe is looking for a talented, detail oriented Product Owner with…",,https://ie.indeed.com/rc/clk?jk=16a59b222b8127ce&fccid=a493a2968f1b28a5&vjs=3
Workforce Manager,Amazon Ireland Sup Svcs Ltd,Cork,30+ days ago,2021-01-22,"Coordinate with Operations, Capacity Planning, Forecasting and Finance teams to analyse historical data and forecast demand.",,https://ie.indeed.com/rc/clk?jk=66b8309151278fcc&fccid=fe2d21eef233e94a&vjs=3
Senior Manager Internal Audit,West Pharmaceutical Services,Dublin,24 days ago,2021-01-22,"Diagnose process compliance using the aid of advanced data analytics tools and Blackline. Read and interpret data, information and documents.",,https://ie.indeed.com/rc/clk?jk=40db3ced6a1aeca8&fccid=8fc7801455476d74&vjs=3
Site Reliability Technical Analyst (JoinOCI-SDE),Oracle,Dublin,30+ days ago,2021-01-22,"Knowledge of cloud computing technologies, network monitoring, data processing and analytics. Identifies and implements complex solutions to understanding of…",,https://ie.indeed.com/rc/clk?jk=36b770ce878b26f7&fccid=cd22d01053af7669&vjs=3
Reseller Operations Demand Planning Team Manager (18 month contract),Apple,Cork,7 days ago,2021-01-22,"Deliver analytics and reporting on Reseller performance objectives. Strong data manipulation skills, including spreadsheet and database application knowledge.",,https://ie.indeed.com/rc/clk?jk=d0b56b6413f0a106&fccid=c1099851e9794854&vjs=3
"Market Responsibility Specialist, Trust and Safety, YouTube (French)",YouTube,Dublin,9 days ago,2021-01-22,Ability to use data to drive strategy and business action. Bachelor's degree or equivalent practical experience.,,https://ie.indeed.com/rc/clk?jk=6ab1dd90dda083d9&fccid=a9021c35fcef6968&vjs=3
Pharmacovigilance/Medical Information Specialist (Nov/Dec 2020 Starting Date),IQVIA,Dublin,30+ days ago,2021-01-22,"Receive, triage, review and process Lifecycle safety operational data. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of…",,https://ie.indeed.com/rc/clk?jk=de026c7f3b373b23&fccid=6b7a1dfe07e7f037&vjs=3
"Digital Sales Representative, Cloud Acquisition: Azure, UK Market DS21",Microsoft,Dublin,30+ days ago,2021-01-22,This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…,,https://ie.indeed.com/rc/clk?jk=532bb95de0c70306&fccid=734cb5a01ee60f80&vjs=3
Lead Software Developer,Robert Walters,Dublin,9 days ago,2021-01-22,Solid understanding of data structures and algorithms. Solid understanding of various approaches to data storage. Develop build script using Gradle.,,https://ie.indeed.com/rc/clk?jk=d9a013f81447f5ff&fccid=f01c2f55ec3054bf&vjs=3
Product Cyber Compliance Analyst,Johnson Controls,Cork,30+ days ago,2021-01-22,"We are harnessing the power of cloud, data analytics, the Internet of Things, and user design thinking to deliver on the promise of intelligent buildings and…",,https://ie.indeed.com/rc/clk?jk=f038d9518cc98278&fccid=dacddaa4d49537d8&vjs=3
Product Marketing Manager- KX FINANCE & INDUSTRY SOLUTIONS,First Derivatives plc/Kx,Dublin,30+ days ago,2021-01-22,Experience marketing products in data analytics. Experience in SaaS and/or data analytics software products is a plus. Lead the execution of product launches.,,https://ie.indeed.com/rc/clk?cmp=First-Derivatives-plc%2FKx&ti=Product+Marketing+Manager&jk=6f2f2d88c17d5b8e&fccid=15141ae5536d4293&vjs=3
Senior Java Software Engineer,Workday,Dublin,30+ days ago,2021-01-22,The Query team's mission is to provide scalable and highly performant data services for analytics and reporting from fast queries to big data insights.,,https://ie.indeed.com/rc/clk?jk=bb318c5db4859ca9&fccid=9ac45d217f8342a1&vjs=3
Digital Customer Success Manager- German : Technical Pod,Microsoft,Dublin,30+ days ago,2021-01-22,"This organization is at the forefront of delivering a new sales model leveraging modern technology, big data, and analytics to drive impactful engagements…",,https://ie.indeed.com/rc/clk?jk=779f6e344618aa53&fccid=734cb5a01ee60f80&vjs=3
Financial Accountant,HERO,Louth,30+ days ago,2021-01-22,Proven experience in analysing operational data and providing guidance to the Senior Management Team is essential.,,https://ie.indeed.com/rc/clk?jk=0040581c149d3201&fccid=7c0a694a2e1ff73a&vjs=3
Brand Manager and Digital Lead,Astellas,Dublin,30+ days ago,2021-01-22,Partner with the Affiliate Management Team and Brand Teams to deliver the Global/EST-C digital strategy Ensure consistency and alignment across the organisation…,,https://ie.indeed.com/rc/clk?jk=c3b65c105a1fa4df&fccid=889299755eb998cd&vjs=3
Full Stack Web Developer,Natus Medical Incorporated,Galway,30+ days ago,2021-01-22,"Experience with SQL and possess the ability to write queries to retrieve data. We are a leading provider of healthcare products used for the screening,…",,https://ie.indeed.com/rc/clk?jk=3ead03dfbec3412b&fccid=7f66f3a7b084d225&vjs=3
Supply Chain Sr. Business Analyst - IT,Logitech,Cork,30+ days ago,2021-01-22,We are hiring a highly experienced Oracle EBS Supply Chain Sr. Business Analyst (10+ years experience) to join our team. In this role you will:,,https://ie.indeed.com/rc/clk?jk=ad047dffd60e2d82&fccid=30f93a2656b8e223&vjs=3
Director - Risk Advisory - SOX,Darwin Hawkins,Dublin,15 days ago,2021-01-22,"The Advisory team provides risk management, advisory, restructuring, data analytics services in a consulting capacity to international and domestic clients in…",,https://ie.indeed.com/rc/clk?jk=8b4b7c2f61b3de50&fccid=7f80f6408a5ce0cd&vjs=3
Senior QA Engineer,Reperio Human Capital,Dublin,30+ days ago,2021-01-22,"In this role, you will work as part of a highly technical engineering team on a mixture of manual and automated testing to ensure the quality of market leading…","€60,000 - €70,000 a year",https://ie.indeed.com/rc/clk?jk=051d8d26eb3c6f88&fccid=79d95b1544240a36&vjs=3
Embedded Software Engineer,Reperio Human Capital,Carlow,30+ days ago,2021-01-22,"Exposure to signal processing, algorithms and data analytics very desirable. Embedded Software, Embedded Systems, C, C++, ARM, BLE, Bluetooth, Electronic Design…","€45,000 - €55,000 a year",https://ie.indeed.com/rc/clk?jk=635a7b42813b7021&fccid=79d95b1544240a36&vjs=3
Training Quality Manager - Cork,Morgan McKinley,Cork,15 days ago,2021-01-22,Demonstratable understanding of standard data reporting and visualisation techniques. Complete analysis of data gathered via Quality Tools to drive development…,,https://ie.indeed.com/rc/clk?jk=6c01dc054e43d1d0&fccid=893f9f3cd9fe4472&vjs=3
SAS Consultant,realTime,Limerick,30+ days ago,2021-01-22,"As a consultant, you will be expected to work as part of a team to help provision data for critical analytics programmes & projects.",,https://ie.indeed.com/rc/clk?jk=0c88c6226203575e&fccid=9b191fb564a58e36&vjs=3
"Senior Manager, Project Controls",CBRE,Dublin,30+ days ago,2021-01-22,"Proven data analysis, interpretation and problem-solving skills. As the Senior Manager, Project Controls, you lead a series of complex, multi-disciplinary…",,https://ie.indeed.com/rc/clk?jk=46b687162c8428a4&fccid=c9b9e477b3c84b4d&vjs=3
